Latitude,Longtitude,Area_Class
46.54946,-75.03233,Type B
47.18375,-75.97486,Type B
46.35941,-75.15624,Type B
46.26709,-74.80601,Type B
46.20534,-74.5848,Type B
46.47153,-75.36052,Type B
45.92206,-77.01223,Type B
45.61931,-76.65638,Type C
46.45714,-74.84356,Type B
46.98861,-75.13898,Type C
46.89539,-76.64298,Type C
45.64449,-74.65252,Type B
45.95714,-73.85845,Type A
46.30936,-74.70834,Type B
46.11391,-75.67086,Type B
45.63819,-75.65895,Type B
46.27428,-75.9974,Type B
46.53867,-74.79934,Type B
46.06925,-74.965,Type B
46.85042,-75.58645,Type C
46.59233,-74.57941,Type A
46.15438,-74.69547,Type A
46.42566,-74.75,Type B
46.47063,-76.73302,Type B
46.05666,-74.03798,Type B
45.84233,-74.91021,Type A
46.22602,-74.62507,Type B
46.16847,-74.62122,Type B
46.49491,-74.98302,Type C
45.81655,-76.70226,Type C
45.7494,-75.0176,Type B
46.2545,-74.93367,Type C
45.77608,-75.92135,Type C
46.11661,-75.73313,Type C
47.36481,-77.64144,Type D
45.98591,-75.75568,Type B
47.8711,-76.78105,Type C
47.96163,-74.74731,Type C
48.13729,-75.54021,Type E
46.36391,-77.39321,Type B
46.60222,-75.66667,Type A
45.76259,-74.07689,Type A
46.24041,-77.40236,Type B
46.31655,-75.11068,Type B
45.80396,-73.49355,Type D
45.99041,-75.98317,Type B
46.00719,-75.78931,Type A
47.15978,-76.09921,Type A
46.20264,-77.39328,Type B
46.82644,-76.89564,Type B
46.381,-76.27206,Type B
46.33094,-76.70181,Type B
46.27428,-75.89585,Type B
45.84592,-74.83075,Type B
46.16157,-76.83333,Type B
47.08094,-76.6561,Type B
46.02428,-76.07038,Type B
46.45893,-75.14839,Type A
45.79047,-73.62282,Type B
46.07554,-75.86222,Type B
45.67656,-75.41409,Type B
48.11481,-76.05505,Type B
46.10492,-75.83754,Type B
46.38729,-74.2148,Type C
46.72422,-76.04135,Type B
45.61841,-75.05633,Type B
45.65528,-76.47941,Type D
45.86931,-73.50842,Type B
47.17116,-76.74339,Type B
45.89089,-75.76873,Type B
45.90168,-74.15245,Type B
46.6265,-74.40881,Type D
45.6337,-75.26517,Type C
45.67656,-75.41409,
47.01889,-76.55959,Type B
46.0045,-74.02507,Type C
45.76619,-74.16022,Type B
45.80486,-73.4871,Type D
45.72332,-76.21651,Type B
47.13819,-76.85321,Type C
46.98142,-77.32015,Type B
46.3765,-74.27728,Type C
45.90438,-74.35592,Type B
47.19455,-76.29098,Type B
47.14539,-75.59659,Type B
46.54766,-74.29541,Type A
46.44544,-75.52199,Type A
46.41427,-75.35145,Type C
46.66847,-74.59065,Type B
46.36931,-74.23697,Type B
46.13729,-76.39331,Type B
45.91847,-75.70217,Type B
46.21613,-75.47531,Type B
45.5,-75.7679,Type B
46.06115,-76.46889,Type A
46.59502,-75.31239,Type D
46.09323,-75.22017,Type B
46.02338,-75.17747,Type B
45.64988,-75.25614,Type A
46.01889,-75.49611,Type A
46.18375,-75.49221,Type A
46.41667,-76.94782,Type B
46.23771,-76.75792,Type A
46.28777,-76.35029,Type B
46.33274,-77.09764,Type B
45.84053,-75.2358,Type B
46.5018,-74.98171,Type C
45.94724,-76.0316,Type C
46.88729,-75.70789,Type B
46.04946,-73.82556,Type B
46.63549,-74.20809,Type C
46.6256,-75.20155,Type B
46.50899,-74.76016,Type B
46.28327,-75.39194,Type A
46.25989,-74.60813,Type B
46.23502,-75.53913,Type A
46.17656,-77.22662,Type B
45.63999,-76.06018,Type C
46.03867,-74.24611,Type B
47.76619,-76.41972,Type C
45.71613,-76.56916,Type C
46.78597,-76.0,Type C
45.89719,-77.00838,Type B
45.93285,-77.24741,Type B
48.20534,-75.70817,Type B
46.08094,-74.41407,Type B
46.06835,-74.64982,Type B
46.8765,-77.8601,Type B
46.32105,-74.70442,Type B
46.69455,-75.35766,Type A
46.70893,-74.75333,Type B
45.79227,-75.83541,Type B
45.91427,-76.80877,Type D
46.2527,-76.03521,Type B
45.93735,-76.5704,Type B
45.69994,-75.71266,Type B
46.80396,-74.96847,Type C
46.3765,-77.61844,Type A
46.82374,-76.13907,Type B
46.46703,-77.36052,Type A
46.38729,-76.87234,Type B
46.81475,-75.98554,Type B
45.91847,-75.68795,Type C
45.99491,-74.83511,Type B
45.84323,-76.09437,Type C
46.07644,-75.9287,Type B
46.89719,-75.70788,Type B
46.39808,-76.5,Type B
46.14808,-74.07944,Type B
46.20264,-75.44543,Type B
45.98771,-75.2267,Type B
46.1337,-75.23962,Type B
46.30666,-75.65886,Type B
47.19275,-75.80819,Type B
46.90708,-76.0969,Type B
46.05936,-75.78279,Type B
46.09233,-73.90629,Type C
46.47332,-76.84485,Type B
46.09323,-77.35442,Type B
46.28777,-77.20445,Type B
45.57195,-76.27167,Type C
46.11931,-77.46627,Type A
46.04946,-75.5941,Type B
46.27788,-74.98959,Type C
46.05216,-75.66278,Type B
46.32824,-77.23567,Type B
47.47602,-76.67682,Type A
45.74311,-74.15378,Type B
46.10672,-76.02496,Type C
46.26169,-74.85553,Type B
46.10492,-73.92866,Type A
45.79587,-75.25078,Type A
46.02338,-75.63299,Type B
45.83603,-75.81655,Type B
46.05036,-75.67484,Type A
46.14449,-75.43899,Type B
46.34772,-75.1367,Type B
45.98322,-75.07039,Type B
45.79946,-74.77787,Type B
46.02608,-74.71891,Type B
46.10402,-75.55609,Type B
46.29587,-76.3034,Type C
46.07105,-75.61222,Type B
45.61931,-75.47943,Type C
46.20264,-77.32554,Type B
45.61931,-75.69471,Type E
45.77428,-74.42522,Type B
45.86391,-74.573,Type C
46.39449,-75.2577,Type C
46.04047,-76.20466,Type C
46.622,-77.45417,Type C
45.83004,-76.55365,Type C
46.54227,-75.45424,Type C
45.69724,-74.2088,Type A
45.86391,-76.51489,Type C
45.72422,-75.73196,Type C
45.93555,-76.03807,Type B
47.95444,-79.17212,Type D
48.17116,-78.86273,Type C
47.57824,-78.562,Type B
48.19724,-77.3627,Type C
53.84952,-77.52388,Type B
48.20893,-79.23246,Type C
48.45893,-79.05079,Type D
48.21253,-79.10863,Type C
48.27878,-77.98919,Type C
48.1265,-77.69207,Type B
48.73591,-79.09031,Type C
47.73052,-79.22593,Type C
48.27158,-79.15586,Type C
48.26439,-79.17435,Type D
48.22332,-79.18926,Type C
48.29766,-79.03602,Type C
48.97332,-79.1678,Type C
48.00989,-79.16263,Type B
48.23322,-78.40317,Type C
48.24671,-79.06848,Type C
47.98322,-79.23119,Type C
48.15258,-78.12488,Type B
48.27338,-79.12748,Type B
48.05216,-78.93946,Type E
48.5018,-79.19707,Type D
48.26169,-79.06577,Type C
48.20264,-77.8411,Type C
48.22602,-77.70005,Type B
48.66157,-78.90169,Type B
48.40708,-77.34758,Type C
48.75719,-79.03559,Type E
48.07824,-78.1384,Type C
47.98502,-79.29706,Type E
48.56205,-78.01539,Type B
48.65978,-78.65986,Type C
47.45264,-79.28412,Type D
48.54317,-77.92393,Type C
47.6256,-79.49199,Type D
48.44994,-77.61921,Type C
47.95444,-79.22583,Type B
48.80036,-78.47815,Type C
48.19814,-77.82659,Type A
47.92386,-79.25281,Type D
48.70983,-78.29108,Type D
48.46253,-77.6192,Type C
48.75989,-77.47544,Type B
48.22872,-76.58063,Type B
48.7545,-78.85528,Type B
48.19455,-79.29826,Type B
48.68106,-78.02885,Type C
48.85941,-79.17345,Type D
49.09233,-77.26741,Type E
48.50719,-78.35558,Type C
48.85222,-78.68166,Type D
48.57644,-77.94699,Type C
48.3738,-78.87064,Type D
47.99491,-78.14248,Type B
47.59772,-79.406,Type C
48.39808,-78.33062,Type C
48.47872,-77.63004,Type C
49.15438,-79.34104,Type D
48.95444,-79.41256,Type D
48.69095,-78.05881,Type D
47.53507,-78.62804,Type C
47.28867,-79.13882,Type B
48.64089,-77.43467,Type B
48.22063,-78.39507,Type B
48.14988,-79.47169,Type C
48.17566,-79.03613,Type C
48.06655,-78.9059,Type E
48.20893,-79.02935,Type D
48.19275,-79.24325,Type D
48.20983,-78.90587,Type A
48.00719,-78.13441,Type C
48.22422,-78.98245,Type D
48.53327,-78.33518,Type D
48.98142,-79.47808,Type D
48.69544,-79.01793,Type C
49.00719,-79.1557,Type B
48.33513,-78.81169,Type E
48.6337,-78.07245,Type C
47.70534,-79.30794,Type D
48.6211,-78.75715,Type C
48.89808,-79.22811,Type D
48.06205,-77.34804,Type B
48.08783,-78.13436,Type C
48.77878,-79.23635,Type D
48.76709,-79.02193,Type D
48.69095,-78.93461,Type E
48.88999,-78.47538,Type D
48.35042,-78.07251,Type C
48.29317,-78.1743,Type B
48.79946,-78.18447,Type C
48.65528,-77.64488,Type C
49.79227,-77.55408,Type D
53.43825,-77.5471,Type A
48.31925,-77.30764,Type A
48.40888,-77.41871,Type B
48.59053,-79.28303,Type C
48.64808,-78.57925,Type C
48.05396,-77.35612,Type B
48.74671,-79.01514,Type C
48.74221,-78.10803,Type D
48.61121,-78.23232,Type C
48.9994,-79.48903,Type D
53.77338,-77.56355,Type D
48.29497,-78.43647,Type A
51.38819,-75.50263,Type C
53.05936,-77.17817,Type C
54.10492,-77.68098,Type E
48.52788,-77.84877,Type C
48.40708,-77.38551,Type B
47.66157,-79.37394,Type D
48.36211,-78.79679,Type C
53.58603,-71.98334,Type C
52.53507,-78.55968,Type E
48.52788,-76.43482,Type C
48.631,-75.95646,Type B
49.92656,-75.56797,Type D
49.52788,-75.74723,Type E
53.02788,-77.10835,Type E
51.86661,-76.13899,Type D
52.07644,-78.41806,Type D
46.76439,-78.97243,Type B
52.61841,-78.47186,Type C
46.97782,-79.28193,Type A
49.30216,-78.64736,Type A
52.24221,-77.9486,Type C
48.59323,-78.05886,Type C
51.06925,-75.38232,Type F
48.20264,-78.97166,Type C
48.21253,-78.51855,Type A
53.6238,-74.15908,Type C
48.92206,-77.99726,Type C
51.45264,-76.3474,Type F
48.85042,-78.66393,Type B
47.89089,-78.87375,Type C
48.16337,-79.11004,Type B
50.40438,-75.24718,Type C
48.80036,-78.39482,Type B
50.65258,-79.46312,Type F
46.74671,-79.07283,Type A
48.42116,-78.87466,Type B
48.372,-79.3022,Type C
48.381,-78.93636,Type C
48.21433,-79.22841,Type C
46.74761,-79.07283,Type B
49.05756,-77.95608,Type B
48.56475,-79.41259,Type D
48.46613,-78.79807,Type C
48.26439,-78.96758,Type C
47.77068,-78.07932,Type B
47.34502,-78.69426,Type B
47.10941,-78.4061,Type B
48.01439,-77.41799,Type B
48.05486,-78.32661,Type B
47.33603,-79.263,Type B
47.372,-79.49203,Type C
48.30036,-78.94592,Type A
48.29047,-79.04008,Type B
48.34592,-79.26974,Type B
48.28867,-78.44999,
48.91607,-78.45621,Type C
46.97422,-79.28193,Type B
48.33094,-78.83821,Type B
47.93375,-77.35358,Type B
47.58004,-78.164,Type C
48.86391,-79.10105,Type C
48.19724,-79.11405,Type C
48.45893,-76.56435,Type B
49.08783,-78.58977,Type B
49.03058,-78.42045,Type C
49.64449,-75.75972,Type A
49.66936,-76.54998,Type C
48.63999,-79.1585,Type B
47.59323,-78.70733,Type C
49.26709,-75.12256,Type C
48.18375,-79.5051,Type C
49.68645,-79.40555,Type D
48.11481,-78.21767,Type D
48.80756,-78.06148,Type C
49.02878,-77.95199,Type B
48.63819,-79.31836,Type C
49.04946,-77.95609,Type B
47.58364,-78.472,Type A
50.20264,-75.28837,Type D
47.10941,-78.90874,Type C
47.58274,-78.48667,Type B
47.08603,-79.38233,Type C
48.09323,-77.84934,Type A
48.33783,-78.72565,Type D
47.79766,-78.54451,Type C
47.58873,-79.28133,Type C
48.26169,-78.88019,Type C
46.76439,-78.97243,Type B
48.17836,-77.75781,Type C
46.73142,-78.1844,Type A
49.54766,-78.94871,Type B
48.79047,-77.4413,Type A
48.16847,-78.8425,Type D
48.96613,-79.27854,Type D
49.65258,-75.47777,Type D
49.72872,-75.92209,Type C
47.56835,-78.69269,Type C
49.34233,-77.60455,Type B
48.64988,-77.46733,Type C
52.3837,-76.76408,Type D
46.70714,-78.71197,Type A
48.64539,-77.55883,Type C
48.82105,-79.24727,Type D
49.18106,-65.14741,Type C
48.99491,-66.38377,Type B
48.18555,-65.43121,Type C
47.33004,-69.68631,Type C
48.13729,-65.81986,Type C
48.66607,-67.29384,Type D
48.11931,-66.48653,Type C
47.68106,-69.06998,Type C
48.72332,-67.59442,Type B
49.09053,-66.54763,Type C
48.05396,-65.28355,Type C
49.17206,-64.96424,Type B
48.39808,-64.57521,Type C
47.73322,-69.35249,Type C
48.24671,-67.21894,Type B
48.15708,-67.13836,Type C
48.35761,-64.84494,Type B
48.15258,-66.37353,Type C
48.09323,-67.11416,Type A
48.10761,-67.13434,Type B
48.85761,-67.46309,Type C
48.22153,-64.79014,Type B
47.53148,-69.37538,Type C
47.07374,-70.01731,Type C
48.3765,-64.89771,Type C
48.53777,-66.91715,Type B
47.34952,-69.69823,Type A
48.24671,-69.00095,Type A
48.92206,-64.77174,Type D
49.19005,-66.1419,Type B
48.97153,-65.03264,Type E
47.80216,-69.46921,Type D
47.81205,-69.48661,Type C
48.85761,-64.71036,Type D
48.33873,-64.80763,Type B
48.6256,-68.12449,Type B
45.42836,-72.40385,Type B
45.46703,-73.02563,Type B
46.09592,-70.36868,Type B
45.2554,-73.00924,Type C
45.11211,-73.83893,Type C
45.01439,-72.11196,Type C
46.2545,-70.54562,Type C
45.99221,-71.53803,Type C
45.15258,-73.61948,Type C
46.22872,-70.4454,Type B
45.61121,-71.35496,Type B
46.89269,-70.73289,Type C
46.78148,-70.45535,Type C
45.92116,-70.55231,Type B
45.631,-72.11522,Type B
46.72872,-70.6739,Type B
46.39988,-70.74609,Type C
46.1337,-70.63552,Type C
45.94455,-70.30359,Type C
45.63729,-73.13194,Type A
45.41337,-72.52184,Type C
45.3837,-72.51803,Type C
46.66337,-70.18841,Type D
45.65168,-72.54602,Type B
45.66427,-72.52543,Type B
45.5054,-70.86534,Type B
46.02878,-71.03152,Type B
45.61661,-71.36524,Type B
45.42206,-71.05899,Type B
46.40168,-71.78899,Type B
46.63549,-71.36166,Type C
46.24491,-72.13546,Type B
45.27068,-71.38216,Type C
47.33004,-72.78424,Type C
47.0027,-70.99736,Type C
47.16847,-70.78174,Type C
47.47872,-72.72206,Type C
46.91847,-71.32543,Type C
47.46433,-70.3435,Type B
47.89988,-73.73122,Type B
47.41427,-72.77752,Type B
46.86481,-71.5373,Type B
48.08513,-70.82256,Type C
46.60222,-72.61431,Type B
48.17836,-70.34114,Type B
46.92656,-71.57543,Type B
46.83603,-71.95793,Type B
46.92206,-71.38902,Type B
47.47872,-72.77612,Type A
48.10761,-70.76869,Type C
46.56205,-72.94114,Type B
47.47872,-72.77612,
47.08603,-70.74604,Type C
47.95444,-69.82259,Type B
47.91337,-70.113,Type B
46.72422,-71.67129,Type C
47.90708,-73.95036,Type D
47.66936,-73.05529,Type B
48.44544,-73.2039,Type F
46.50989,-72.86832,Type A
47.19994,-72.28039,Type B
46.0027,-73.28802,Type C
47.02878,-72.1482,Type B
47.30486,-73.10433,Type D
47.36391,-73.3028,Type B
46.94275,-71.50035,Type B
46.95714,-72.23946,Type B
47.04497,-72.21569,Type C
48.15978,-72.56985,Type F
48.04047,-70.80105,Type B
47.80756,-70.14524,Type A
47.85941,-69.87109,Type A
48.64269,-74.17378,Type D
48.57644,-74.72553,Type D
46.6211,-74.03881,Type B
48.19455,-70.26453,Type B
46.85672,-74.10091,Type C
47.49491,-70.30937,Type B
47.47872,-72.77612,
46.86661,-72.37194,Type B
48.28327,-70.99324,Type C
48.18375,-70.45684,Type C
48.93735,-68.65571,Type B
50.31655,-64.48451,Type B
49.58873,-70.36256,Type C
49.26619,-68.47381,Type B
49.81925,-67.06103,Type B
49.18825,-68.5393,Type D
48.70983,-69.35806,Type D
50.40708,-66.16384,Type C
50.42386,-66.1582,Type C
50.99671,-65.87094,Type A
48.24221,-69.58564,Type E
49.23771,-68.1584,Type C
48.28957,-69.88017,Type D
50.14269,-66.61054,Type B
50.31115,-66.28968,Type B
50.25719,-66.23031,Type C
50.27878,-66.31926,Type F
49.78507,-69.80826,Type F
50.40258,-68.91243,Type F
50.19005,-69.28979,Type B
50.78777,-69.49146,Type F
50.67566,-65.99149,Type B
50.24491,-66.26302,Type B
49.11661,-69.20191,Type D
49.10492,-68.18818,Type A
50.22602,-66.19377,
52.77878,-67.11909,Type D
51.68375,-69.40216,Type G
51.47602,-69.80012,Type G
50.67206,-66.18331,Type B
49.54946,-70.31947,Type E
49.10492,-69.93818,Type E
50.3828,-67.43935,Type F
51.21703,-66.43395,Type G
50.53507,-64.39686,Type C
50.94275,-68.85958,Type F
50.631,-64.38264,Type D
51.48771,-65.76545,Type G
51.36211,-63.64362,Type D
51.15888,-62.57903,Type C
51.33513,-62.85477,Type D
51.48861,-62.37478,Type D
51.32374,-62.30599,Type C
51.32644,-62.57614,Type F
51.35761,-62.39074,Type D
50.66607,-67.98439,Type C
50.99761,-67.31904,Type D
51.00989,-67.50329,Type C
51.0018,-67.5276,Type C
50.97872,-67.57191,Type C
51.03327,-67.24714,Type F
50.82195,-68.36542,Type D
51.04317,-65.65093,Type E
51.54047,-67.3675,Type B
51.48142,-70.01546,Type G
51.40168,-68.80306,Type B
51.84952,-67.17721,Type G
52.33513,-67.30537,Type F
52.64089,-67.43627,Type F
52.70714,-67.29919,Type F
51.52698,-67.38053,Type D
50.01709,-68.15547,Type C
51.05036,-64.77182,Type D
49.95264,-68.21645,Type C
51.18106,-67.17827,Type E
51.16337,-67.18116,Type C
51.17656,-67.12794,Type E
51.15438,-67.17401,Type E
50.22602,-66.19377,
50.24221,-66.27287,Type B
50.58603,-65.98159,Type D
49.81655,-68.24164,Type B
49.58333,-69.43342,Type B
52.55306,-66.95859,Type E
52.04317,-68.65058,Type E
52.59323,-67.00783,Type F
50.64988,-68.34575,Type E
50.3765,-69.79949,Type E
51.54497,-62.77115,Type D
51.59502,-63.03266,Type F
51.16847,-62.59065,Type C
50.54587,-69.62987,Type E
49.46883,-67.38069,Type B
48.95893,-68.70206,Type C
50.22422,-66.19799,Type B
49.67836,-67.27357,Type C
51.91427,-66.41229,Type D
49.08873,-69.92722,Type C
49.31475,-68.81954,Type B
51.44455,-62.45094,Type D
49.51889,-70.44182,Type D
49.41427,-67.36276,Type B
48.74671,-72.50696,Type B
48.98502,-72.28263,Type B
48.60402,-72.56157,Type D
48.74221,-72.51787,Type B
48.89719,-72.39478,Type C
48.5018,-72.42806,Type C
48.81205,-72.28007,Type C
48.96883,-72.16256,Type C
48.51709,-71.29125,Type B
48.93555,-71.80048,Type B
48.45714,-71.20661,Type C
48.71883,-72.62986,Type C
48.30036,-72.06576,Type D
48.97422,-72.05045,Type C
48.77428,-72.09161,Type C
48.97872,-72.07511,Type B
48.74671,-72.52196,Type B
48.6238,-71.30068,Type C
48.39539,-71.28322,Type C
48.44544,-70.89497,Type B
48.58333,-71.33333,Type C
48.56925,-71.07654,Type C
49.59772,-71.50841,Type B
49.73502,-72.38327,Type C
48.66667,-71.42783,Type C
50.6283,-71.76245,Type E
48.95983,-71.8701,Type B
48.51259,-71.17398,Type C
49.77788,-74.86235,Type C
48.46703,-71.31163,Type B
48.81835,-72.06558,Type A
49.70264,-74.5583,Type B
48.372,-70.86251,Type C
48.92116,-73.48494,Type C
48.76439,-72.4809,Type C
48.82824,-72.47814,Type A
48.66936,-71.76388,Type C
48.53867,-71.67394,Type B
48.98502,-72.10226,Type B
48.44994,-71.18899,Type C
48.21703,-72.14912,Type B
48.78327,-72.02464,Type D
49.44095,-70.73617,Type B
48.79587,-71.95631,Type C
48.94814,-72.70618,Type B
49.85042,-70.99163,Type F
49.92386,-70.14292,Type E
48.05666,-72.29162,Type E
48.872,-72.31419,Type C
48.45983,-72.34208,Type B
48.36211,-70.97158,Type C
49.19095,-72.62951,Type C
50.39719,-73.84613,Type B
48.32554,-70.92426,Type A
48.32554,-71.33416,Type C
49.83513,-70.99721,Type E
49.34323,-74.31539,Type B
49.43555,-71.48064,Type B
50.40258,-74.50573,Type E
52.57824,-73.29781,Type F
50.69095,-70.19322,Type E
50.44994,-70.2726,Type F
50.84323,-70.401,Type D
50.94275,-71.42007,Type E
50.91936,-74.70007,Type B
50.89449,-74.0648,Type E
50.56115,-73.89826,Type C
51.05036,-70.08655,Type C
48.47153,-70.04671,Type B
48.4994,-70.06162,Type B
49.04766,-71.01336,Type D
50.93825,-74.71575,Type B
51.15168,-73.70412,Type B
49.86211,-71.43304,Type E
50.71703,-74.36695,Type B
48.60492,-72.88131,Type B
49.76709,-71.08869,Type B
50.00719,-74.23881,Type A
49.81835,-71.06103,Type B
49.18825,-73.40566,Type D
46.05486,-74.23704,Type B
45.71433,-76.17272,Type C
45.83004,-76.7229,Type C
45.84952,-76.10211,Type C
46.69994,-76.04137,Type B
45.80486,-74.92776,Type C
45.72602,-74.33076,Type C
45.77158,-76.57689,Type C
45.82824,-76.15247,Type B
46.15888,-74.19417,Type C
46.39089,-75.90884,Type C
45.7554,-76.63573,Type C
46.3837,-74.76033,Type B
45.66847,-75.08076,Type C
45.93285,-74.14986,Type B
46.20174,-74.8543,Type B
46.20534,-77.71621,Type C
46.00899,-76.03154,Type B
46.56835,-75.38527,Type C
46.31655,-74.79167,Type B
45.94095,-77.16408,Type C
45.71883,-74.42529,Type B
45.82824,-76.15376,Type A
45.74491,-75.80369,Type C
46.66936,-75.41011,Type C
46.78148,-75.4212,Type B
46.76709,-75.86809,Type B
46.42656,-76.96999,Type B
47.56925,-76.30268,Type C
46.14808,-74.58489,Type C
46.61931,-74.77834,Type B
48.0018,-75.24328,Type B
46.07554,-74.025,Type D
46.02068,-74.70208,Type C
46.06925,-74.37648,Type B
46.80936,-75.37593,Type B
46.1265,-75.62904,Type B
47.97872,-75.22582,Type C
45.98502,-76.13949,Type C
48.03777,-75.24596,Type B
45.92116,-74.29326,Type C
45.97332,-75.03287,Type B
47.55666,-74.98268,Type B
47.91427,-75.18559,Type B
46.08333,-74.03536,Type C
47.19814,-75.11372,Type B
46.50899,-75.14576,Type B
46.1292,-76.98573,Type B
47.58783,-74.99333,Type C
47.1238,-77.35983,Type C
47.67206,-75.96928,Type C
48.02338,-75.24597,Type C
46.93285,-76.66703,Type C
45.90708,-76.81265,Type B
46.47422,-74.92818,Type C
45.89539,-74.35206,Type A
46.95983,-75.00296,Type B
47.04317,-77.24208,Type B
46.56475,-75.03886,Type B
46.22332,-74.4688,Type A
46.95893,-77.1245,Type D
46.39719,-75.01161,Type B
46.56385,-74.82941,Type B
46.08603,-74.04314,Type C
45.8792,-74.45479,Type B
46.43375,-74.86447,Type C
45.94544,-76.1214,Type C
46.40528,-75.03508,Type B
45.76439,-76.02145,Type A
46.55486,-75.6052,Type C
46.13549,-74.18511,Type D
45.76169,-74.44973,Type C
46.33603,-74.83721,Type B
46.58513,-74.8761,Type C
47.06655,-76.32541,Type C
47.48322,-75.60412,Type D
47.48771,-75.49335,Type E
46.53867,-77.21862,Type D
45.85492,-74.80622,Type B
45.8828,-76.72029,Type B
47.04497,-75.10728,Type C
46.99311,-75.70517,Type C
47.07644,-75.64554,Type B
46.41337,-76.69782,Type D
46.40438,-76.75117,Type B
46.51619,-76.8268,Type B
47.15438,-76.09261,Type C
45.95444,-77.1188,Type B
47.01709,-75.05299,Type C
45.622,-75.00104,Type C
47.28507,-75.33712,Type B
46.19544,-74.25538,Type B
47.56475,-74.98267,Type E
47.15708,-75.16932,Type C
46.56205,-75.03755,Type C
47.78148,-75.30121,Type C
46.38729,-76.73566,Type B
45.79047,-73.85605,Type A
46.05216,-73.66278,Type B
46.11661,-74.63294,Type A
46.51619,-76.78106,Type C
47.8729,-76.27702,Type D
47.40978,-77.10952,Type C
45.92566,-76.13176,Type B
46.31925,-75.78125,Type B
46.19095,-75.04566,Type B
46.20893,-75.4857,Type C
47.51619,-74.90202,Type D
46.22153,-75.82553,Type B
46.43735,-76.91014,Type B
46.61211,-77.74607,Type B
47.06115,-74.78845,Type C
46.16847,-74.03529,Type B
47.01619,-75.07542,Type B
46.65888,-75.29533,Type B
45.46613,-74.04871,Type A
46.15168,-77.32295,Type B
46.40528,-76.32551,Type B
45.97153,-74.67883,Type B
46.56475,-75.0624,Type B
46.73322,-77.82284,Type B
46.41337,-77.05333,Type C
46.6256,-77.23952,Type B
46.2527,-75.67717,Type C
46.42116,-77.24739,Type B
48.18555,-75.32254,Type B
46.84592,-75.58777,Type B
48.18825,-75.3158,Type C
45.90258,-74.15245,Type B
48.11931,-75.28349,Type B
48.17206,-75.30906,Type B
46.26169,-74.75789,Type A
46.83333,-79.2053,Type B
47.14719,-79.37435,Type C
47.90888,-79.27698,Type C
48.77428,-78.3921,Type B
48.21703,-78.81444,Type B
48.76619,-79.09845,Type D
48.49311,-77.70657,Type C
48.35941,-78.92827,Type C
48.10941,-79.09124,Type D
48.13819,-77.82525,Type C
48.59592,-77.64083,Type C
48.5054,-78.39902,Type C
47.57824,-78.69001,Type C
47.55216,-78.65201,Type C
47.43106,-78.95879,Type B
48.15528,-78.33578,Type C
48.23591,-79.04688,Type B
48.20534,-78.26856,Type E
48.12021,-79.12895,Type D
48.69275,-77.74728,Type D
48.59323,-78.13539,Type D
48.30486,-78.19321,Type C
47.54587,-78.64268,Type D
47.43285,-79.30541,Type C
48.07195,-78.67463,Type B
48.1328,-77.5483,Type C
48.16157,-77.55502,Type B
47.7518,-79.21389,Type B
48.96703,-77.09406,Type D
48.49041,-78.41858,Type C
48.11481,-79.13434,Type B
48.19544,-79.29151,Type D
48.41337,-77.62331,Type C
47.81115,-79.22456,Type D
48.15528,-79.15993,Type C
48.20444,-79.25237,Type B
48.54946,-78.34466,Type C
48.73591,-77.6353,Type C
48.47782,-77.18081,Type B
48.68375,-78.03293,Type D
48.3792,-77.2548,Type B
48.31205,-79.04818,Type C
48.71163,-78.09171,Type C
48.45264,-77.97152,Type C
48.42566,-77.21341,Type B
48.39449,-78.83062,Type D
48.79766,-78.15574,Type C
48.92656,-79.05185,Type B
48.41607,-77.39092,Type B
48.40888,-77.3252,Type C
48.18735,-79.13564,Type B
48.55216,-76.40308,Type B
48.24311,-76.7473,Type B
47.79227,-78.00168,Type C
48.67656,-78.2105,Type C
48.69095,-77.47412,Type C
48.95534,-79.44933,Type D
48.94455,-79.44934,Type C
48.86661,-77.84694,Type E
48.21253,-78.9865,Type B
48.76259,-78.92496,Type C
48.88729,-79.27452,Type C
48.8711,-79.45215,Type C
48.88999,-79.23906,Type C
49.02158,-77.06551,Type B
48.49671,-77.94571,Type B
48.36661,-77.24729,Type B
48.19455,-78.96897,Type B
47.51709,-78.70473,Type B
49.48861,-77.40559,Type C
48.17926,-78.10597,Type B
48.1292,-77.75788,Type B
47.58603,-79.29733,Type C
46.81475,-78.91404,Type A
48.2518,-78.95408,Type E
48.96253,-78.88516,Type B
48.64808,-78.57244,Type D
48.34323,-78.14772,Type D
48.53867,-78.24321,Type C
51.07734,-77.52321,Type F
49.79317,-79.36094,Type G
48.63819,-79.07245,Type B
48.61931,-79.07653,Type C
48.74041,-78.92772,Type B
48.93375,-79.17744,Type B
48.7503,-79.03969,Type C
48.49311,-77.62324,Type C
46.98052,-79.10339,Type B
48.20444,-77.80095,Type A
50.50719,-75.64404,Type F
47.88819,-79.20843,Type B
48.46703,-77.7283,Type C
53.69994,-77.73025,Type B
48.04587,-77.12362,Type C
48.97332,-77.20068,Type E
48.21163,-77.72436,Type B
49.1337,-77.30035,Type A
48.35761,-77.18098,Type D
48.60761,-78.37042,Type B
48.52068,-77.71062,Type C
49.07554,-79.27842,Type D
48.05756,-77.82526,Type B
46.69455,-78.39831,Type B
53.8828,-73.66914,Type D
46.65888,-78.82285,Type D
48.69724,-78.6955,Type B
